,Unusual
12795,0
17130,0
11936,0
8077,1
20176,1
30080,1
9218,0
14427,0
8273,0
16785,0
17233,0
28088,0
8884,0
10777,0
16221,0
9554,1
8200,0
5003,0
10913,1
22540,0
27039,0
6596,1
22584,0
12184,1
19470,0
554,0
36476,0
16406,1
28807,1
2820,0
33904,1
2494,0
30839,0
30369,0
14776,0
16707,1
20962,0
2148,0
16432,0
24738,1
12668,0
20335,0
17045,0
10090,0
20832,1
5948,1
12810,0
31643,0
10916,0
2564,1
7639,0
33708,1
18930,0
8825,0
23474,0
35028,0
27079,0
13881,0
20278,0
19171,0
5156,1
13396,0
16037,0
28283,1
15557,1
33609,0
35619,0
30572,0
27991,0
19732,0
4033,0
36419,0
35503,0
20262,0
15409,0
15263,1
17788,0
173,0
14668,1
31650,0
27756,1
16082,0
15388,1
45,0
8571,0
2058,0
33631,0
13710,0
22639,0
23313,1
32123,1
32823,0
31718,0
2416,0
35220,1
16268,0
28385,0
34887,1
25961,1
17019,0
31938,0
1885,0
9607,0
11244,0
24797,0
24227,0
5644,1
6592,1
4888,1
20298,0
7031,0
36610,0
16230,0
1952,0
27769,0
32750,0
19268,1
3646,0
31499,0
33248,0
19237,1
27973,0
468,0
5778,0
23103,0
23220,0
13471,0
24405,1
33848,0
25646,0
2947,0
33965,0
15279,0
5946,1
13455,0
14587,1
13328,0
2383,0
17023,1
11788,0
11943,0
35246,0
19673,1
26390,0
17367,1
34774,0
2038,0
33109,0
25886,0
20103,0
1601,0
1914,1
29210,0
3759,0
9229,0
19250,0
34630,1
36588,0
13602,0
12304,1
10666,0
27380,0
5288,0
9261,0
30859,0
461,0
17031,1
6863,0
13508,0
24033,0
29419,0
30629,0
19715,0
13200,1
11341,0
34250,0
19149,0
21415,1
24028,0
13749,1
21480,0
29911,1
9020,0
3172,0
32807,1
3870,0
34445,0
13972,1
15154,0
34433,0
23530,0
1860,0
35930,1
4812,0
29420,0
7861,0
427,1
36298,1
22089,1
29815,1
36342,0
15122,1
27948,0
15457,0
18872,1
35722,0
13861,1
34237,1
32880,0
29231,0
20531,1
17254,1
30263,0
6061,0
12138,0
10824,0
2660,0
28480,0
6099,0
9735,0
9340,1
29375,0
2937,0
9722,1
8137,0
5439,0
22165,0
20053,1
5767,0
11991,0
30093,0
15272,0
15102,1
26926,0
25286,0
27293,0
19078,0
443,1
2425,1
11543,1
35081,0
19650,0
27201,0
3435,0
14840,0
22681,1
34570,0
2318,0
14861,0
2608,0
4985,0
17647,1
36155,1
5495,0
27369,1
2776,0
30437,0
9588,0
15065,0
33482,0
25164,0
18626,0
13907,0
18988,0
11781,1
6457,0
30328,0
24749,1
28399,1
2234,1
21385,0
25515,1
29704,0
20487,1
15439,1
5372,0
21922,0
35093,0
262,0
14122,1
15613,1
5487,0
21086,0
29230,0
31433,0
36483,0
2991,0
19859,0
29087,0
18907,0
30826,1
4104,0
12620,0
34253,0
19676,0
8479,1
9110,1
12986,0
9378,0
10512,0
24721,0
23327,0
26172,0
20431,0
14777,0
29555,1
8083,0
5253,0
21387,1
21451,1
30245,0
35518,0
26121,0
20529,1
33875,1
20533,0
27324,1
13889,1
15158,0
14911,1
18585,1
23704,0
8105,0
22906,1
21117,1
30876,0
34894,0
16056,0
36193,0
13934,1
15858,0
26769,0
1699,0
7636,0
9853,0
13973,0
30685,0
7703,0
7436,0
27498,0
2518,0
25284,0
31283,0
18451,1
2686,0
36349,0
11418,0
32942,1
21407,1
8809,0
12565,0
5169,1
32801,0
14906,1
4966,0
5269,0
8444,0
35596,0
24079,0
21921,0
8679,0
10971,1
667,0
23271,1
35900,0
13519,0
29457,0
697,0
26983,0
23695,0
1853,0
20042,0
36229,1
26082,0
20840,1
32679,0
289,0
26454,1
24520,0
9241,1
23024,1
14119,1
12448,0
17035,0
12071,1
2430,1
24209,1
20263,0
17614,0
10671,1
8329,0
35611,0
14280,1
4704,1
9200,0
17419,1
15420,0
23756,1
36412,0
30030,1
8995,1
5848,0
21540,0
21033,0
36253,1
26160,0
34676,1
12633,1
8530,0
4012,0
35637,1
35466,0
10173,0
17875,0
13399,0
1904,0
10721,0
35948,1
4633,1
33640,1
14740,0
11246,0
6721,1
22964,0
18717,0
997,0
21266,1
33725,0
18684,0
5971,1
27196,0
29503,0
5052,0
23723,1
5751,1
27363,0
16015,0
18145,0
29855,1
33364,1
10755,0
30068,0
2736,0
17085,1
24264,0
33729,1
8684,1
8348,0
24300,1
8640,1
7123,0
26934,1
22880,0
3951,0
10851,1
5713,0
29883,1
25405,0
19829,1
19730,0
16608,0
11314,0
20722,0
18398,0
35397,0
23674,0
33003,1
2150,0
36006,0
20503,0
8266,1
14365,0
34473,0
28731,1
29901,1
4680,0
822,0
4445,0
1669,0
33099,1
32684,1
18525,1
26047,1
14538,1
17737,0
16620,0
8653,0
7503,1
35743,0
26629,0
31966,0
11981,0
8893,0
30021,0
1915,0
6359,0
14984,0
2265,1
19755,0
25023,0
24698,0
17978,0
17601,1
31300,1
6887,1
29086,1
28642,0
14915,0
11554,1
36333,0
35346,1
8727,0
15810,0
35845,0
31043,1
6279,0
33815,0
19338,0
18745,0
5617,0
19103,1
6473,0
32829,1
9791,1
35249,0
5760,1
28353,0
21397,0
35663,1
12458,0
968,0
19029,1
19960,0
6637,0
3179,0
30665,0
16231,0
16708,0
3470,0
13276,0
30427,0
6373,0
22873,0
10698,0
16357,1
30745,0
35177,0
26572,0
25987,0
31243,0
22342,0
13586,0
6379,1
2933,1
9684,1
628,1
19920,0
25656,0
15184,1
20468,0
34098,0
33513,1
2372,0
35839,0
35424,0
16305,0
30516,0
12238,1
23204,0
29887,1
9948,0
10647,0
21923,1
1575,0
25356,0
22709,1
4204,0
8882,1
13631,1
28021,0
8488,0
7947,0
4954,0
10884,0
29575,0
35161,1
30883,0
33935,0
12698,1
28515,0
32280,0
15597,0
2645,0
25510,0
17356,0
6952,0
18879,1
9486,1
23316,0
13239,0
5509,1
35680,0
27633,1
25327,0
27947,1
18802,1
212,0
4635,0
31219,1
741,0
26641,0
30196,0
9498,0
12333,0
8096,1
26164,0
11470,1
29861,1
34636,1
8345,0
36676,0
5245,0
10974,0
21665,1
568,0
13384,0
32728,0
20846,1
14500,0
7067,1
17003,0
356,1
35591,1
10739,1
34693,0
3858,0
7115,1
18641,0
8140,1
15174,1
10452,1
29742,0
19079,1
5272,0
11577,1
8373,1
12435,0
12335,1
9138,0
6094,1
9136,0
19544,0
26429,0
12379,0
5087,0
877,1
2899,0
3892,1
5477,0
20270,0
22447,0
4358,1
15356,0
36442,0
32117,0
33208,0
12586,0
20287,0
26122,0
7712,0
10448,1
28813,0
33078,0
10718,1
16757,0
33396,0
3718,0
20924,0
29541,1
25225,0
33385,1
27458,0
33907,0
21616,0
36176,0
20504,0
2319,1
24285,1
1310,1
1130,0
21402,0
22171,1
27912,0
24451,0
13074,0
19330,0
35193,0
2261,0
23071,0
36304,1
10704,0
14940,0
22102,0
7289,0
26067,0
8919,0
27951,0
7504,0
854,0
8004,0
3413,1
18200,0
19412,0
3906,1
18514,1
3813,0
6729,0
6084,0
28704,0
34627,0
4757,0
12741,0
21430,0
27390,0
36115,0
29243,0
9332,1
12346,0
694,0
7555,0
9843,0
36038,1
34560,0
24078,0
7140,1
10787,0
9998,1
20635,0
23871,1
13081,0
35991,0
36699,0
14056,0
4584,1
17808,0
985,0
17248,0
4768,1
22821,0
389,0
23230,0
22449,0
27310,0
10737,0
1954,0
24468,0
22379,0
16552,0
24085,1
8252,0
35837,0
32086,0
13262,0
2257,0
17305,0
392,0
15951,0
19397,0
1536,0
15967,1
17931,0
12078,0
22205,0
23528,0
20750,0
30445,0
31311,0
24609,0
32236,0
33981,0
11368,1
17556,0
29012,0
2415,1
22210,1
30299,0
15341,1
6726,1
25110,1
5770,1
16594,1
13087,0
15495,0
7913,0
20395,1
8175,0
24145,0
29949,1
17407,0
8435,1
25154,0
30449,1
4006,0
17017,0
23663,0
25508,0
3241,0
11172,1
13771,0
6871,0
7663,1
33123,0
25756,0
6441,0
9851,0
20297,0
10976,1
16118,1
26807,0
30365,0
8928,0
23179,0
21037,1
23546,0
6576,0
36695,0
17669,0
6193,0
2151,0
15140,1
11292,0
7163,1
13569,0
36594,0
22461,0
21313,0
23912,0
19929,0
30452,1
2966,1
2059,1
331,1
36467,0
25512,0
1187,0
23367,0
26812,0
13666,0
16320,1
2630,1
22597,1
36702,1
26540,0
17391,0
33440,0
9286,0
9189,0
29270,1
17450,1
24551,1
27017,0
3072,0
35875,0
10487,0
26289,0
36665,1
19076,0
31574,1
30337,0
25780,0
16006,0
25923,0
19950,1
11125,0
1527,1
11193,0
13176,0
16256,1
24340,1
36357,0
17309,0
33829,0
36034,0
30495,1
29343,0
20457,1
14084,0
10008,0
24368,0
18009,0
36128,0
22362,0
7955,0
10055,0
18943,0
15947,1
29868,0
10466,1
16060,1
21025,0
23758,0
9256,0
35114,0
13126,0
15577,0
5493,0
12872,1
16157,1
16683,1
5906,1
1125,1
1978,0
34210,1
14174,0
10958,0
28880,1
36734,0
13637,0
8171,1
2142,0
12349,0
31836,0
29636,0
553,1
18144,1
7590,0
33172,0
4556,0
33299,1
2689,0
11696,0
15889,0
4797,0
29468,0
19425,0
1793,1
33151,0
25765,0
20482,1
20928,0
8874,0
14557,0
8395,0
20019,1
27847,0
5552,1
3696,0
30249,0
14666,0
11219,0
27928,1
13989,1
33304,0
15152,0
18552,0
30896,0
33697,0
32155,0
13784,0
9941,0
2956,1
13734,0
36097,0
18408,1
19479,0
15695,0
27314,0
10338,0
29997,0
7458,1
13151,0
1778,1
2127,0
11279,0
17145,0
15000,1
8163,0
35158,0
32523,1
1772,0
25731,0
7306,0
36577,0
22414,0
6453,0
36771,1
10979,0
19952,0
13418,1
891,0
30348,0
31259,0
16086,0
8296,1
2878,0
30528,1
6512,0
25153,0
13346,0
35694,0
30177,0
13382,0
29898,1
33601,0
35831,0
31346,0
34800,0
24816,0
17637,1
27312,0
15985,0
35153,1
33835,0
11946,1
160,1
29301,0
6114,1
10590,1
1847,1
20701,0
24644,0
29707,0
1072,0
31186,1
20775,1
9614,0
5519,0
1679,0
10205,0
14189,0
25032,0
15673,0
40,0
16495,0
26771,0
10584,0
12357,0
5735,0
4389,0
21991,0
18279,1
12517,0
8500,0
31244,0
1218,0
6959,0
1668,0
17425,1
21169,0
4887,0
26611,0
1662,0
3548,0
20392,0
25024,0
9269,0
36252,1
28438,0
34756,0
22693,0
27875,1
11969,0
20622,0
26830,1
539,1
35408,0
32317,0
28863,0
8503,1
3693,1
20155,0
19779,0
36428,0
30190,1
401,0
23817,0
8060,0
16945,0
21955,0
28766,0
8819,1
17243,1
35070,0
8973,0
28702,0
34517,0
3593,0
790,1
15906,1
11596,0
28016,0
34438,0
21322,1
25233,0
34036,0
19267,0
12763,0
7515,1
13854,0
21064,0
34041,0
10119,0
28851,0
19342,1
1900,1
36025,0
11293,0
1621,1
32207,0
6932,0
34152,0
33540,1
23810,1
7769,1
9731,1
30312,0
23532,1
1452,0
30088,0
16446,0
7987,0
20427,0
9030,0
12041,1
15177,0
13521,0
5025,0
35744,1
12564,1
7778,0
20463,0
15641,1
31486,1
19222,0
32671,0
18543,0
33579,1
12896,1
10769,0
14483,0
18784,1
22078,0
4277,0
28938,1
17042,0
27555,0
15893,0
17415,0
33641,1
35536,0
5558,1
19278,0
16009,0
36109,0
10297,0
7301,0
36721,0
16690,0
3712,0
6707,0
27523,1
12616,0
25810,0
17047,0
28322,0
21760,0
14345,0
32022,0
14991,1
25011,0
25822,0
20597,0
11664,0
30681,0
7357,1
30817,1
9760,1
15941,1
24057,0
32903,0
24256,0
19983,0
9234,0
3501,0
22297,1
26314,0
20700,0
3749,0
25085,0
1790,1
15686,0
18918,1
6006,0
9089,0
15554,1
10942,1
26995,0
6174,0
24455,0
22566,0
3272,0
20825,0
1100,1
12109,0
29965,0
3163,0
348,1
14105,0
16368,0
1182,0
28419,0
1974,0
35880,0
36808,1
2856,1
13993,0
16589,0
9468,0
5634,0
26029,0
7808,1
1879,0
27456,0
1758,0
4700,1
4606,0
14166,1
7749,1
13945,1
3331,0
36144,0
33996,0
676,1
25289,0
19945,0
35149,1
12493,0
4477,0
33887,0
242,0
14568,0
18869,0
27087,1
31329,0
29223,0
35673,0
12068,1
8117,1
20848,1
31417,0
24458,0
6758,1
3961,0
5425,0
16788,1
31512,0
28328,0
9863,0
4863,1
5651,1
3553,0
22411,0
13201,1
25771,0
21514,0
27661,0
35800,1
16472,0
29495,0
34827,0
30871,0
34468,0
33089,0
32981,1
34931,0
33680,1
30044,0
34062,1
34106,0
28242,0
23715,1
7297,0
27599,1
35806,1
16323,0
7868,0
21974,0
8458,1
439,1
12454,0
13188,0
23014,0
16971,0
32318,0
20157,0
33859,1
14330,1
30256,1
23524,0
10703,0
12166,0
30501,0
7531,0
4690,0
31589,0
29285,0
664,0
12421,0
10867,1
5142,1
29473,1
2531,1
5607,1
34169,0
16691,1
28835,0
14080,0
33258,1
23658,0
3303,1
28856,0
18584,0
35013,1
25880,0
14524,0
16867,1
7252,0
36842,0
3785,1
27944,1
5144,1
35075,0
23205,0
30411,1
33088,1
15795,0
36323,0
26250,0
27170,0
10249,0
25582,0
3137,0
11644,0
27220,1
5895,1
1672,0
35,1
15914,1
8869,0
10281,0
7981,0
19508,0
26248,0
5030,0
26872,0
31893,0
11693,1
4401,0
30974,0
27958,0
4260,0
18458,0
29398,1
6025,0
29004,1
13246,0
17371,0
26645,0
4613,0
11439,0
19664,1
4294,0
3129,0
14153,0
6144,0
26132,0
35106,1
26236,0
16750,1
17797,0
16450,0
14264,0
20210,0
11415,0
36778,0
9563,0
5821,0
4509,0
21751,0
32653,0
7510,1
21558,0
29687,0
35789,1
4739,1
3005,0
10770,0
15606,0
19595,0
25868,0
32795,0
8734,0
27205,0
16654,0
4878,0
8218,1
21255,0
20107,0
32393,0
22616,0
22955,0
29169,0
5243,1
22897,0
22021,1
27008,1
14986,1
14578,0
24476,0
33719,0
9480,0
30897,0
8084,0
13803,0
1215,1
8594,0
17785,0
29714,1
21320,0
13958,1
30238,0
15153,0
12026,0
31277,0
28556,0
13627,0
5053,0
18695,0
29583,1
24363,0
22296,1
2580,0
27643,0
25160,1
11157,0
31990,0
3050,1
24097,0
31660,0
33767,1
10649,1
751,0
34985,0
15303,0
27364,0
7360,1
31497,0
2387,0
35274,0
30695,0
14269,0
15542,1
14372,1
36482,0
15786,0
27859,1
26893,0
19363,0
11512,0
16924,0
9973,0
1998,0
14801,0
31231,0
16179,0
17943,1
14121,0
20589,0
34088,0
24130,0
30537,1
4035,1
17336,0
2389,0
1835,1
27448,1
35497,0
34225,1
1258,0
622,0
3375,0
36754,1
14846,0
6386,0
1044,1
28161,0
10202,0
13365,0
11647,0
3255,0
5096,0
25240,0
30513,0
7550,0
1887,1
29660,0
11743,0
20604,0
3930,0
18586,1
35472,0
6957,1
9237,0
24267,0
14737,0
35788,0
32539,0
32566,0
15751,0
1119,0
2883,1
9083,0
10852,0
20612,1
9553,0
17961,0
30413,0
1694,0
36214,1
5226,0
21916,0
13472,1
17464,1
31907,0
21063,0
36087,0
30908,0
17511,1
32218,0
20861,1
3117,0
5293,0
13680,1
7015,0
8731,0
33989,0
748,1
34928,0
5836,0
30893,0
16137,0
23491,1
11116,0
12619,0
33490,0
26099,0
8028,0
20432,0
19104,0
35184,0
9934,0
18484,0
2201,1
6948,0
22024,1
25833,1
2329,0
16261,0
12871,0
28858,0
5393,0
33765,1
24043,1
9887,0
6260,0
8364,0
3502,0
27114,0
7071,0
2098,0
6673,0
14321,0
23426,1
6489,1
650,0
7232,1
32349,1
24527,0
3565,1
21911,1
27922,0
35118,0
1317,0
3181,1
19681,0
23460,0
15949,0
35805,0
32923,1
12816,0
4173,0
1643,0
17767,0
22679,0
12485,0
29333,0
34955,0
19280,1
16991,1
35700,1
22918,0
15549,0
25456,0
17327,1
25629,0
4186,0
24638,0
15849,0
7648,0
32475,0
18841,0
13044,0
5011,0
7969,1
1875,0
20426,0
7268,0
33292,1
3419,0
1753,0
20028,0
19702,0
5967,1
30992,0
22920,0
15375,1
13316,1
26402,0
25620,0
10354,0
7187,0
23979,1
14735,0
33543,1
6023,1
32103,0
8554,0
30795,0
33407,0
12663,0
6068,0
530,0
34058,1
26590,0
5043,0
21455,0
1399,1
6544,0
10509,0
12268,0
34802,1
15954,0
32483,1
27437,1
17181,1
29534,1
24935,0
24788,0
20621,1
3834,0
831,0
16452,0
22996,0
10542,1
33795,0
32134,0
19372,1
7414,1
30287,0
34172,0
9158,0
3091,0
28721,1
674,0
7287,0
5927,0
33245,0
15792,1
29745,1
27641,1
6418,0
4806,0
17837,0
5641,0
31292,0
30187,1
22915,0
9700,0
6336,0
5874,0
21652,0
7847,0
22514,0
7609,0
25459,0
3188,0
20228,0
5350,0
13617,0
9526,0
29207,1
14262,1
20773,0
15176,1
23382,1
23321,1
12874,0
31940,0
1851,0
17690,0
9081,1
15892,1
22428,0
20230,1
19678,1
29331,0
12858,0
23739,0
33296,0
14234,1
20893,0
11066,0
5937,0
31952,0
24614,1
3605,0
35582,0
32163,0
7153,0
4139,0
9453,0
31678,1
4073,1
15462,1
12859,0
27097,0
1565,0
28772,0
8872,0
26836,1
18645,0
7746,0
1427,0
27961,1
36059,0
26637,0
33020,1
3808,0
29310,0
30154,0
31389,0
12274,0
6331,0
32616,0
2498,0
6088,1
6380,0
7646,1
22627,0
24504,0
36753,0
11961,1
24396,0
550,0
29481,0
35320,0
3344,0
2272,1
28569,1
15850,0
16814,1
259,0
21036,0
35054,0
11668,0
12072,1
16781,0
5055,0
9166,0
26932,0
16592,1
15216,1
1899,1
10355,0
3081,1
15531,1
2607,0
29641,1
30486,1
2538,0
31806,0
19256,0
27843,1
23138,1
5819,1
4238,0
5132,1
10012,0
31777,1
19102,1
16227,1
8263,0
28849,0
19701,0
27365,0
32613,0
29528,0
26143,1
15515,1
22452,1
2896,0
2914,0
29638,1
3287,1
7693,1
11528,1
5357,1
23435,0
6265,0
9484,1
36308,0
33450,1
21447,0
30597,1
19433,0
1913,0
24662,0
18116,1
18676,1
17825,1
23767,0
18255,1
30818,1
30079,1
5687,0
18336,1
8811,0
13011,1
12370,1
22247,0
25093,0
25385,0
27024,1
31401,1
27811,0
12529,0
12336,1
2640,1
16196,0
11730,0
22876,0
8437,0
1930,0
34880,1
6857,1
33773,0
33955,0
3828,0
4273,0
21310,1
9024,0
34589,0
24737,0
13530,0
17993,0
3725,0
34234,0
24815,0
5221,1
4522,0
20592,0
32384,1
33508,1
15990,0
17643,1
29556,0
22035,0
4911,0
19793,0
20901,0
3777,0
14212,1
35856,0
16182,0
19802,0
23083,1
27548,1
22070,0
1571,1
11959,0
28654,0
33937,0
13567,0
20910,0
4499,0
12414,0
31567,1
30812,0
18958,0
22661,0
20559,1
6682,0
36204,0
25772,0
27902,0
12376,0
19768,0
16488,0
8697,0
19656,0
181,1
35749,0
27864,1
3658,1
2399,0
29047,0
14260,0
13665,1
19498,0
34893,0
4524,0
21779,0
15373,1
5277,0
4676,1
26976,0
34721,0
2568,0
15151,0
12469,0
1241,0
23923,0
8752,0
23803,0
12905,0
6212,1
33413,0
28608,0
2481,1
12300,0
18120,0
15793,0
10172,0
24697,0
32408,0
11233,1
5308,1
25142,0
15996,1
16677,0
20878,0
36507,0
28339,0
8000,0
1734,1
770,1
8087,1
17730,0
10482,0
5792,0
28834,0
7243,0
6135,0
24372,0
21905,0
34534,0
12345,0
27899,0
6620,0
32203,0
13478,1
19745,1
17937,0
17006,0
9427,1
13116,0
1713,0
26359,0
22106,0
35303,1
23295,0
19147,0
2585,0
9187,0
13092,1
12812,1
1062,0
35002,0
10687,1
12314,0
31088,0
12471,1
7699,1
26667,1
7929,0
31204,1
28836,0
1940,0
28079,0
15183,0
27405,0
23626,1
35964,0
36542,1
12140,1
1462,0
19197,0
25601,1
28837,1
17663,0
30186,0
27459,0
6718,0
24077,1
9971,0
6973,0
20642,1
15478,1
30862,1
8814,0
6491,0
31914,0
33062,0
23466,0
36616,0
24637,0
13005,0
24315,0
35262,0
16559,0
4124,0
29956,0
1188,0
4110,0
33700,0
35827,1
31501,0
20820,1
9117,1
6291,0
20659,1
19083,0
24412,0
24279,0
29338,1
3199,0
7530,0
18709,1
24541,1
30661,0
32443,0
2837,0
14256,0
19458,0
15931,0
36561,0
8855,0
34220,0
33838,1
33186,0
12647,0
34857,0
32690,1
32175,1
15288,1
23642,0
34970,1
4263,0
3119,1
23854,0
18777,0
13407,0
6559,0
12113,0
11039,1
8647,0
1291,0
34499,0
16043,1
989,0
25606,0
11570,1
21697,0
16878,1
2007,0
30885,0
13604,1
13221,0
27702,0
23879,0
1022,0
17809,1
1298,1
1702,1
23858,0
2275,1
32243,0
22091,1
12098,1
12110,1
36500,0
3221,0
4604,0
23539,0
26663,1
31462,0
34421,0
34907,0
21970,0
27752,0
20237,0
28973,0
35894,1
33929,0
22069,1
4702,0
28826,0
4406,1
29973,1
5012,0
34877,0
23168,0
31130,1
15602,0
24601,0
13192,0
34315,0
20541,0
1437,0
30650,0
25708,1
2817,0
15294,1
21049,1
26039,0
14442,0
36007,0
23117,0
28162,0
27722,1
10936,0
17613,0
9573,1
30474,0
19488,0
7968,1
8322,0
21416,1
12305,0
25099,0
25053,0
21798,0
3633,0
10792,0
14566,0
8122,0
30412,0
3370,1
10320,0
34443,0
10344,0
31681,0
29897,0
15304,1
23223,0
7641,1
5381,0
17487,1
30857,1
35813,1
11131,0
3031,1
2129,1
10195,0
16871,0
1488,0
22047,1
4917,1
3711,0
17968,0
13912,0
19092,0
24449,0
35624,0
19651,1
325,0
32850,0
7160,0
12831,0
33545,1
29514,0
4857,1
797,0
2637,1
18493,1
30357,0
13525,0
32171,1
2684,0
3320,0
8837,1
23953,0
8066,0
28847,0
20822,0
23535,0
10393,0
6172,0
22645,1
15827,0
5232,1
7411,1
16070,1
29336,1
3349,0
13189,0
25603,0
23709,1
36765,1
1343,0
22416,1
5366,0
20543,1
2826,0
23090,0
11997,0
16551,0
5006,0
23496,0
28624,0
15639,0
15430,1
19239,0
5739,1
2102,0
5246,0
23395,0
659,0
30314,1
35926,1
31371,1
24289,0
32124,1
31429,0
6091,0
23046,1
7688,1
18878,0
15407,1
18707,1
1538,1
12468,0
15816,0
25359,1
26856,0
9859,0
12787,0
9196,1
2777,0
21902,1
9799,1
30559,0
20963,0
34784,0
33857,1
27637,0
1389,0
22087,0
8360,0
8828,1
29623,0
5361,1
7021,0
31960,0
32798,0
23266,0
12439,0
20026,1
10357,0
28631,0
36672,0
5574,0
33447,1
18925,1
9064,0
5684,0
23984,0
17593,1
12639,0
4592,0
10296,1
11466,0
10032,0
30274,1
10819,0
24775,1
15681,0
25922,1
26418,0
19177,1
33657,1
35355,1
7920,0
5866,0
23872,0
33734,1
34536,0
33750,0
4432,0
5499,0
18284,0
25313,0
116,0
29194,0
27457,0
20894,0
34726,0
26752,0
15326,0
35173,0
32335,0
13942,0
24515,0
35457,1
1859,1
23340,0
11897,0
8519,0
33916,1
33896,1
2401,0
16986,0
32234,0
12069,0
14814,0
26680,0
33688,0
29098,1
794,1
22878,0
17298,1
9147,0
3323,0
30325,0
23956,0
6222,1
33137,0
13191,0
6523,1
11786,1
4264,0
3115,1
8451,1
18959,0
21489,0
2714,0
24311,1
4241,0
26823,0
16252,0
19056,1
23656,0
12426,1
23814,0
35216,0
16688,0
16581,0
29322,0
15700,0
15722,0
26589,0
31829,0
33127,0
5879,0
26163,0
11284,0
4748,1
14518,1
3406,0
23398,1
29639,1
14097,0
33112,1
4699,0
23487,0
11320,1
17339,0
9313,0
25055,0
34848,1
30675,0
13776,0
36071,0
11573,0
8125,0
22098,0
12690,0
24933,0
33993,0
30780,1
21703,1
32665,1
10539,0
14773,0
32611,0
14726,1
10803,1
10155,1
24370,1
3764,0
1355,0
313,1
21324,1
1561,1
32582,0
29154,0
35799,0
1653,0
21249,0
25869,0
29948,0
9540,0
26795,0
34527,1
30037,0
16766,0
16783,1
435,0
286,1
11482,0
5860,1
11652,0
24845,0
19922,0
30986,1
13584,0
31759,0
30926,0
11768,0
1331,0
34901,0
16325,0
12563,1
26364,1
25631,0
10341,0
22159,0
5473,0
23770,1
28324,0
25625,0
35632,0
34936,0
13758,1
23747,0
30140,0
12351,0
32073,0
14818,0
20967,1
13054,0
1764,0
16948,0
33940,0
24981,0
32172,1
30505,1
14459,0
31794,0
15785,1
34865,1
22895,0
13147,1
32413,1
2258,0
31202,1
16299,0
30791,1
26928,0
31996,0
1131,0
4893,0
34076,0
16280,0
6601,0
32567,0
16875,1
23370,0
12926,1
18314,0
12876,0
8190,0
28679,0
19148,1
24345,0
31216,0
33103,1
30360,1
59,0
15991,0
13039,0
22568,0
7524,1
22370,0
15015,0
32157,0
10986,0
300,0
7551,0
24660,0
26328,0
31182,0
31089,0
21431,1
3734,0
330,1
12063,1
14769,0
9894,0
34603,0
13657,0
9969,0
27564,0
21201,0
34305,0
18566,1
23493,1
7418,0
22194,0
22702,0
26076,0
2743,0
17172,0
100,0
24615,0
22800,0
33110,0
32245,0
22654,0
1580,0
2698,1
9423,0
17774,0
17111,0
28587,1
11230,0
14717,0
25825,1
18322,0
15471,0
33527,1
32180,1
28524,1
14259,0
13700,0
25439,0
18194,0
3075,0
23620,0
14464,0
33402,1
23274,1
25175,1
5853,0
27282,0
10036,1
1372,0
4984,0
34822,0
32672,1
8963,0
21664,0
36779,0
21572,0
3422,0
8051,0
19527,1
24820,0
31941,0
34564,0
1107,0
29874,0
20565,1
26283,0
35179,0
27084,0
1020,0
34653,0
13859,0
11870,0
6086,0
10394,0
33133,0
30371,0
1497,1
25741,0
29885,0
22451,0
34732,0
29107,1
32363,0
32064,0
25132,1
17000,0
22226,0
32986,0
28709,0
20615,0
20348,0
33074,1
13557,0
16122,0
8214,1
31972,0
11241,1
1290,0
13822,0
31413,0
16642,0
18300,0
21487,0
14081,1
586,0
27943,1
4916,0
18740,0
33202,1
33521,0
16506,0
340,0
27576,0
2520,0
11759,0
35411,0
28032,0
36657,1
19731,0
5898,0
35228,0
29870,0
3762,0
21533,0
19393,0
25180,0
31743,1
14471,1
27176,0
5444,1
28926,0
17414,0
22348,0
17795,0
5212,0
33840,0
31936,0
26444,0
14926,0
6345,1
22531,0
11530,0
18397,0
13756,1
27092,0
33506,0
21228,0
15049,0
9991,0
35616,1
32119,0
28525,1
433,1
16881,1
16431,1
3474,0
5449,0
874,0
33611,0
19935,1
9912,0
26496,0
16143,0
21371,1
9042,1
10295,1
23733,1
35864,1
19224,1
15737,0
19928,0
34127,1
36538,1
24538,0
34270,1
4074,0
26753,0
17921,0
9581,0
2356,1
4542,1
10011,0
31273,0
5302,0
33839,0
2227,0
20792,0
35595,0
13089,1
2771,1
20726,0
29723,0
3425,0
21603,0
28311,0
27442,0
16186,0
30924,0
26501,0
18431,0
29293,0
746,0
24435,0
10746,0
36489,1
22467,0
20056,1
10920,0
23862,0
17370,1
832,0
22823,0
4416,1
18502,1
19152,0
33690,1
32660,1
5432,0
12232,0
16715,0
36319,0
23693,0
5309,0
450,1
8468,0
17484,0
15325,0
6281,1
33999,1
30429,0
36009,1
24719,0
19839,0
35225,0
834,0
34214,0
31076,0
3688,0
29126,0
7988,0
30039,0
6621,0
20623,0
9015,0
34623,0
36113,0
26899,0
3341,0
22827,1
26136,1
13598,0
22773,0
16208,0
24654,0
13539,0
15698,1
11553,0
31970,0
7469,0
21073,0
12940,1
34034,1
555,0
4908,0
2936,1
14711,1
1917,0
6543,1
19234,0
36027,0
26470,0
35459,0
24198,0
11425,0
13152,0
7576,0
24095,0
26421,0
35902,0
16553,1
29167,0
19739,0
17481,0
26954,1
2528,1
