,Time,CellName,PRBUsageUL,PRBUsageDL,meanThr_DL,meanThr_UL,maxThr_DL,maxThr_UL,meanUE_DL,meanUE_UL,maxUE_DL,maxUE_UL,maxUE_UL+DL
32419,17:15,7VLTE,1.617,5.154,0.813,0.05,27.279,0.539,1.273,0.01,5,4,9
6634,7:45,5CLTE,4.3913,1.5681,0.6128,0.0268,50.5167,0.8773,1.0935,1.041,4,2,6
26506,1:15,2ALTE,0.0,0.404,0.002,0.003,0.004,0.007,1.011,0.01,1,1,2
11190,15:30,7VLTE,1.415,3.234,0.454,0.041,13.676,0.522,1.314,0.01,6,3,9
75,20:15,7CLTE,0.808,1.516,0.352,0.061,19.58,0.846,1.273,0.01,4,3,7
26591,16:45,4ALTE,5.255,0.808,0.224,0.028,11.373,1.145,1.081,1.021,3,2,5
4928,10:00,8BLTE,0.0,0.0,1.487,0.1,51.429,0.849,1.405,1.182,6,5,11
35129,5:45,6BLTE,5.457,0.505,0.013,0.012,0.973,0.299,1.041,0.01,3,2,5
24529,6:45,6VLTE,0.303,0.909,0.042,0.013,1.199,0.265,1.031,0.01,2,2,4
15598,22:30,6ALTE,8.354,2.5296,1.3838,0.0785,16.3922,0.7437,1.1515,0.01,5,3,8
3223,2:00,10BLTE,1.718,0.505,0.15,0.015,6.279,0.246,1.041,1.011,3,2,5
13678,22:15,4BLTE,17.583,2.829,0.881,0.07,23.043,0.982,1.314,1.142,6,5,11
20001,17:15,3BLTE,12.2087,10.5211,2.1968,0.0853,73.7146,0.8664,1.309,1.2998,4,4,8
29402,17:15,4CLTE,21.0287,3.19,1.06,0.0885,37.377,0.8855,1.4635,1.2455,7,6,13
24437,14:15,7VLTE,1.415,5.861,1.081,0.038,14.312,0.469,1.132,0.01,4,3,7
10858,10:30,9BLTE,2.93,0.505,0.034,0.012,1.342,0.322,1.021,1.011,3,2,5
34954,12:45,6ALTE,18.492,2.728,1.058,0.097,31.167,1.158,1.273,0.01,6,3,9
15878,18:45,1CLTE,25.6237,4.551,2.4266,0.1333,51.7528,1.801,1.5549,1.3465,8,6,14
15835,2:45,9ALTE,0.3055,0.4236,0.0253,0.014,0.2564,0.1596,1.0096,1.0665,3,1,4
30639,23:45,9ALTE,1.617,0.606,0.348,0.018,21.14,0.276,1.021,1.011,2,2,4
10686,0:15,10ALTE,14.955,2.021,0.647,0.067,12.651,0.924,1.263,1.091,5,4,9
32263,3:30,6BLTE,8.589,0.909,0.163,0.021,6.965,0.263,1.112,0.01,4,3,7
3077,13:30,4CLTE,14.8568,1.2363,0.2867,0.0446,5.399,0.7192,1.2269,1.0655,6,5,11
22577,21:30,9ALTE,2.829,0.505,0.052,0.016,1.243,0.136,1.041,1.011,3,2,5
26195,1:15,3ALTE,3.537,0.505,0.03,0.006,3.53,0.282,1.021,1.011,2,2,4
32334,14:45,3ALTE,31.73,6.669,1.628,0.375,14.923,2.092,1.789,1.314,8,7,15
15044,1:00,6BLTE,19.402,8.892,3.116,0.354,51.174,45.223,1.293,0.01,5,4,9
32385,21:00,5CLTE,18.29,2.122,0.768,0.071,50.674,0.957,1.243,1.101,6,4,10
16665,4:00,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
7110,15:00,3BLTE,12.9845,2.2135,0.5185,0.0738,19.8347,1.1466,1.1973,1.1053,5,3,8
31793,21:45,7BLTE,1.011,1.011,0.342,0.364,18.672,43.33,1.233,0.01,5,3,8
26228,2:00,10ALTE,4.446,0.707,0.326,0.047,24.807,0.978,1.051,1.011,3,3,6
27939,22:00,7ALTE,0.101,0.505,0.068,0.016,6.744,0.197,1.071,0.01,4,2,6
12784,13:00,8CLTE,7.276,1.011,0.223,0.032,14.497,1.747,1.091,1.031,4,3,7
19517,13:45,1ALTE,23.949,3.84,1.075,0.114,42.502,1.512,1.485,1.172,7,5,12
18141,3:30,1BLTE,2.627,0.505,0.034,0.013,2.221,0.243,1.051,1.021,3,2,5
15513,16:45,1CLTE,29.102,3.133,0.669,0.099,18.636,0.488,1.445,1.384,6,7,13
27461,23:00,1BLTE,17.077,1.819,0.538,0.077,16.883,1.996,1.314,1.071,6,3,9
8953,6:15,1BLTE,1.617,0.505,0.112,0.023,3.913,0.347,1.031,1.011,2,2,4
2297,18:45,7ULTE,2.728,7.377,1.331,0.115,21.441,0.765,1.688,0.01,7,4,11
25834,7:00,7VLTE,0.303,1.314,0.191,0.027,5.016,0.985,1.081,0.01,3,2,5
5572,16:15,9ALTE,1.4294,0.7459,0.4452,0.0231,29.4631,0.6375,1.0309,1.0055,2,3,5
9118,16:00,5ALTE,12.631,2.425,0.591,0.058,42.475,1.258,1.182,1.091,5,4,9
1149,18:15,4BLTE,29.608,3.941,1.22,0.15,32.658,0.996,1.637,1.253,8,6,14
10083,18:00,9BLTE,5.154,0.606,0.189,0.025,5.694,0.723,1.061,1.021,4,3,7
30155,7:30,2ALTE,0.0,0.404,0.0,0.004,0.0,0.006,1.011,0.01,1,1,2
21345,23:45,5CLTE,13.945,2.021,0.34,0.047,6.101,1.463,1.142,1.041,4,3,7
5989,13:00,10BLTE,13.137,2.021,0.983,0.077,48.701,1.91,1.192,1.051,5,3,8
17607,18:45,1ALTE,21.726,2.526,0.854,0.131,28.199,1.199,1.607,1.152,7,5,12
20675,13:45,6CLTE,5.2606,0.8227,0.1935,0.0263,18.1664,1.3428,1.1066,0.0103,4,2,6
10700,0:15,6WLTE,0.707,4.143,0.589,0.043,25.444,0.9,1.132,0.01,4,3,7
32958,9:30,6VLTE,1.314,2.526,0.543,0.051,22.976,0.789,1.223,0.01,5,3,8
30226,20:45,6CLTE,5.738,1.0522,0.4749,0.0391,23.5246,0.8771,1.0947,0.0104,3,3,6
16245,21:45,6ALTE,6.1778,1.2354,0.4835,0.0357,15.8871,0.5461,1.0885,0.0101,5,3,8
36742,21:00,10ALTE,9.499,1.617,0.26,0.034,7.225,0.913,1.142,1.122,4,4,8
17975,12:30,10ALTE,10.3325,1.1123,0.4092,0.0528,37.3481,0.7539,1.2251,1.0591,4,5,9
18752,1:45,6WLTE,0.606,2.122,0.386,0.023,18.854,0.341,1.071,0.01,3,2,5
10031,19:45,5BLTE,15.865,1.415,0.396,0.053,24.52,1.087,1.202,1.081,5,4,9
11650,22:15,8CLTE,4.446,1.314,0.548,0.029,36.469,1.092,1.091,1.061,3,3,6
4575,9:45,5ALTE,3.6087,0.8393,0.1181,0.0246,6.5302,0.6629,1.0702,1.016,4,2,6
22082,15:00,9BLTE,3.941,0.505,0.061,0.018,4.705,0.405,1.041,1.021,2,2,4
20609,20:45,8BLTE,11.621,1.011,0.203,0.047,11.376,0.42,1.172,1.061,6,4,10
12259,2:00,8ALTE,7.377,1.314,0.435,0.038,32.482,0.36,1.142,1.031,4,3,7
36886,17:15,1BLTE,21.119,3.537,0.98,0.123,29.602,1.578,1.647,1.142,7,5,12
29074,7:45,6CLTE,6.063,1.112,0.389,0.047,11.664,3.11,1.142,0.01,5,3,8
34830,1:45,8BLTE,3.032,0.505,0.045,0.014,2.441,0.263,1.031,1.011,3,2,5
35512,9:30,3ALTE,27.284,5.053,1.152,0.171,19.349,11.847,1.688,1.354,8,6,14
12377,20:15,6WLTE,10.711,11.621,0.75,0.167,9.603,0.734,1.384,0.01,6,5,11
28129,14:00,5ALTE,11.014,1.718,0.283,0.036,16.563,0.355,1.172,1.051,5,3,8
32604,1:00,8ALTE,8.5126,2.0124,1.039,0.0513,20.594,0.6183,1.1822,1.0692,5,4,9
31085,14:30,2ALTE,0.404,0.404,0.019,0.012,0.339,0.113,1.011,0.01,1,1,2
17008,2:15,6CLTE,1.112,0.404,0.017,0.01,0.177,0.125,1.011,0.01,2,2,4
21943,0:45,7CLTE,0.101,0.707,0.209,0.011,6.272,0.222,1.061,0.01,3,2,5
2707,7:30,10BLTE,1.0689,0.4252,0.0315,0.012,0.9773,0.1803,1.0342,1.0692,2,3,5
25315,4:45,7VLTE,0.202,0.808,0.005,0.004,0.348,0.177,0.99,0.01,3,2,5
35672,1:15,5CLTE,4.244,0.505,0.072,0.012,6.306,0.378,1.041,1.011,3,2,5
20186,3:45,5CLTE,3.234,0.404,0.003,0.004,0.12,0.147,1.021,1.011,3,2,5
31867,16:30,7VLTE,6.77,11.621,0.416,0.089,17.785,0.804,1.506,0.01,7,4,11
17304,16:30,8ALTE,15.6011,3.7425,1.3557,0.0629,27.446,0.7077,1.2421,1.1088,5,4,9
22387,16:45,2ALTE,0.404,0.404,0.013,0.006,0.088,0.031,1.011,0.01,1,1,2
2532,3:45,1ALTE,1.011,0.404,0.018,0.01,0.511,0.132,1.011,1.011,2,1,3
7047,10:45,8BLTE,6.6843,0.9339,0.2294,0.041,12.4979,2.2895,1.1147,1.0328,5,3,8
15907,3:15,6ALTE,0.707,0.404,0.014,0.006,0.231,0.084,1.011,0.01,2,1,3
17296,23:30,2ALTE,0.404,0.404,0.151,0.017,1.982,0.117,1.011,0.01,1,1,2
28407,7:15,3BLTE,4.0405,0.9111,0.3153,0.0208,20.113,0.4974,1.0491,1.0569,3,2,5
14025,6:30,7WLTE,0.202,0.808,0.063,0.011,2.837,0.392,1.011,0.01,2,2,4
2641,15:15,8BLTE,6.1894,1.2467,0.4182,0.0461,18.8842,0.5182,1.1121,1.0642,5,3,8
10573,12:15,1ALTE,33.144,4.648,1.461,0.245,25.846,1.852,1.799,1.394,9,6,15
7314,10:45,3BLTE,23.14,3.032,0.757,0.093,13.254,0.931,1.394,1.233,7,5,12
1547,13:30,6CLTE,5.76,1.112,0.195,0.018,10.907,0.221,1.081,0.01,3,2,5
17154,3:45,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
30669,20:45,5ALTE,4.5549,0.7955,0.1546,0.0252,5.9379,0.6184,1.1121,1.0875,3,2,5
23506,14:45,1ALTE,9.3188,0.9343,0.1664,0.0293,18.6886,1.1402,1.1402,1.1121,4,4,8
8113,12:15,7ALTE,0.505,1.415,0.339,0.057,12.218,0.7,1.243,0.01,5,3,8
25198,22:15,6BLTE,24.151,7.478,3.373,0.524,55.121,45.034,1.263,0.01,5,4,9
3084,11:45,3BLTE,21.221,2.829,0.563,0.068,11.283,1.153,1.283,1.253,6,6,12
27195,2:15,9ALTE,0.9028,0.5243,0.3712,0.0263,9.3914,0.1897,1.0742,1.022,2,3,5
31094,15:45,4CLTE,16.37,2.93,0.737,0.057,24.201,0.602,1.213,1.172,5,5,10
7213,5:30,8CLTE,0.303,0.404,0.008,0.003,0.09,0.028,1.011,1.011,1,1,2
6443,6:45,6ULTE,0.404,2.425,1.122,0.043,44.46,0.367,1.071,0.01,3,2,5
35757,13:00,3BLTE,22.534,9.297,1.763,0.114,23.914,1.645,1.556,1.536,7,7,14
32723,19:45,7ULTE,3.133,11.014,1.432,0.113,19.032,0.861,1.617,0.01,9,4,13
23413,20:30,6ALTE,5.053,1.314,0.352,0.031,13.793,1.189,1.091,0.01,3,2,5
28177,0:45,7VLTE,0.808,4.547,0.787,0.037,16.271,0.633,1.142,0.01,3,3,6
26252,23:15,10ALTE,16.269,2.93,0.777,0.081,18.358,0.933,1.233,1.132,5,4,9
33332,0:00,7WLTE,0.303,1.314,0.275,0.018,11.999,0.244,1.091,0.01,3,2,5
19713,20:15,4CLTE,23.242,3.234,0.901,0.091,19.557,0.492,1.394,1.293,8,6,14
11654,14:00,8ALTE,28.496,3.941,1.083,0.127,35.858,3.895,1.556,1.293,8,6,14
34593,3:00,8CLTE,21.0982,2.3945,1.1761,0.1649,35.9894,7.1377,1.5274,1.0726,6,5,11
31683,14:30,4CLTE,23.2289,1.3684,0.3383,0.0704,22.3927,0.8821,1.2206,1.1417,5,6,11
9462,10:15,4BLTE,22.837,3.032,0.652,0.084,33.218,2.19,1.394,1.132,6,5,11
27447,20:45,7ULTE,1.387,4.7552,0.527,0.0536,8.9666,0.5799,1.2638,0.0105,5,3,8
16548,9:30,8CLTE,8.791,1.011,0.233,0.055,38.931,7.879,1.091,1.031,3,3,6
23324,16:45,10BLTE,10.61,1.516,0.564,0.083,29.549,1.441,1.192,1.041,5,3,8
7986,11:30,5BLTE,26.576,4.042,1.019,0.112,24.055,4.055,1.516,1.384,7,6,13
22022,12:15,7WLTE,2.021,3.133,0.606,0.07,12.622,1.243,1.425,0.01,6,4,10
29547,3:30,1ALTE,1.112,0.404,0.018,0.008,0.395,0.152,1.011,1.011,2,1,3
27081,8:00,6VLTE,1.011,1.516,0.143,0.039,2.542,1.697,1.122,0.01,4,3,7
6831,12:15,8ALTE,16.6095,4.7776,1.5438,0.1083,30.5704,0.9433,1.4489,1.1088,6,4,10
3847,18:00,3BLTE,21.625,2.425,0.523,0.103,9.814,0.735,1.586,1.243,7,5,12
21795,10:00,8ALTE,29.406,3.436,1.089,0.127,33.134,2.264,1.475,1.192,8,5,13
1929,18:45,10ALTE,5.6334,0.7277,0.091,0.0189,2.6996,0.1962,1.0679,1.0096,4,3,7
35597,15:00,10CLTE,4.446,1.112,0.502,0.047,23.055,0.919,1.061,1.031,3,2,5
13918,5:45,4CLTE,5.154,1.112,0.208,0.019,6.636,0.28,1.051,1.021,3,2,5
32945,10:15,1ALTE,28.496,7.276,2.816,0.185,76.274,7.448,1.738,1.192,10,6,16
10179,14:00,6ULTE,3.133,7.074,1.382,0.148,28.155,1.661,1.607,0.01,8,4,12
11569,6:15,2ALTE,0.0,0.404,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
762,23:45,1CLTE,34.458,5.154,1.22,0.205,14.285,1.414,1.981,1.758,11,9,20
17958,10:15,7VLTE,1.213,3.436,0.309,0.038,6.053,0.489,1.233,0.01,4,3,7
25371,0:15,10ALTE,8.589,1.92,0.81,0.047,23.615,0.806,1.081,1.031,3,3,6
34001,2:30,9BLTE,0.707,0.404,0.011,0.008,0.183,0.119,1.011,1.011,2,1,3
3211,3:45,8BLTE,1.213,0.505,0.119,0.014,3.749,0.217,1.031,1.011,2,2,4
27045,7:45,3BLTE,7.377,0.808,0.198,0.034,8.695,0.522,1.091,1.041,3,3,6
18982,19:45,7BLTE,0.505,1.112,0.24,0.057,12.909,1.633,1.364,0.01,6,3,9
12502,5:30,7WLTE,0.2123,1.4902,0.399,0.019,32.98,0.5746,1.0591,0.0104,3,3,6
31983,6:15,5ALTE,2.122,1.011,0.413,0.349,2.367,6.199,1.041,1.011,2,2,4
4427,13:15,7ULTE,4.244,8.286,1.399,0.152,16.421,3.546,1.637,0.01,8,5,13
13353,23:00,6ULTE,2.526,3.84,0.704,0.044,15.417,0.429,1.122,0.01,4,3,7
3740,4:00,3CLTE,2.021,0.505,0.183,0.025,7.053,0.618,1.011,1.011,1,1,2
6333,19:00,8CLTE,4.749,0.909,0.189,0.027,15.382,0.629,1.061,1.021,3,3,6
13668,10:00,4BLTE,22.736,3.032,1.117,0.1,29.746,0.844,1.435,1.112,7,4,11
17735,14:00,5BLTE,33.043,10.206,2.337,0.153,33.233,2.104,1.718,1.506,7,7,14
772,0:45,6CLTE,2.9163,0.6114,0.1538,0.021,10.3764,0.3925,1.1026,0.0107,3,2,5
17189,0:15,7ULTE,0.505,1.415,0.15,0.019,7.274,0.735,1.081,0.01,4,2,6
27217,16:30,9ALTE,3.84,0.808,0.226,0.029,12.099,0.825,1.061,1.031,3,2,5
2780,1:30,6ALTE,1.718,0.505,0.102,0.015,10.583,0.715,1.021,0.01,2,2,4
34932,1:45,3CLTE,0.404,0.404,0.035,0.004,0.854,0.055,1.011,1.011,1,1,2
7381,21:15,8BLTE,10.7774,1.987,0.673,0.0591,29.2673,0.7292,1.1753,1.053,4,4,8
10863,16:00,1ALTE,6.5737,2.027,0.8185,0.0436,40.3062,2.1998,1.1001,1.0889,5,3,8
6393,11:15,6ALTE,4.9852,0.7971,0.2317,0.03,23.6585,0.4872,1.1024,0.0101,5,2,7
36715,9:15,10ALTE,22.13,2.122,0.813,0.112,42.106,2.215,1.384,1.101,7,5,12
32602,16:00,3CLTE,4.222,0.9383,0.2437,0.0281,7.7011,0.8291,1.1506,1.0636,4,3,7
24765,10:30,10CLTE,5.861,0.808,0.147,0.026,5.857,0.42,1.081,1.031,3,3,6
31923,10:45,5ALTE,13.945,1.819,0.229,0.046,4.852,0.599,1.182,1.071,5,4,9
27334,10:15,8BLTE,9.2648,1.8182,0.6174,0.0643,10.292,0.4974,1.2321,1.0881,5,4,9
34064,11:00,2ALTE,0.808,0.404,0.019,0.007,0.871,0.068,1.011,0.01,2,1,3
9409,1:30,10ALTE,5.694,1.5535,0.5498,0.0346,9.9646,0.4727,1.0399,1.0141,4,3,7
5219,16:30,4ALTE,4.244,0.808,0.163,0.022,10.212,0.858,1.061,1.011,3,2,5
34522,18:15,8BLTE,22.332,2.829,0.674,0.097,19.325,0.86,1.435,1.162,7,5,12
22274,4:00,5ALTE,0.606,0.404,0.043,0.016,2.173,0.176,1.021,1.011,2,1,3
7043,8:15,5ALTE,6.063,1.314,0.541,0.028,15.043,0.412,1.081,1.031,3,3,6
31339,18:30,8CLTE,3.3589,0.5225,0.0567,0.0136,3.0378,0.2269,1.04,1.0366,2,2,4
19847,3:15,8ALTE,3.941,0.808,0.281,0.031,27.927,0.705,1.081,1.021,4,3,7
34430,5:30,7WLTE,0.101,0.808,0.02,0.007,0.272,0.16,1.031,0.01,2,1,3
25453,14:15,7WLTE,1.819,2.93,0.819,0.079,44.187,2.191,1.283,0.01,6,3,9
18638,19:45,8BLTE,13.339,1.617,0.383,0.065,10.903,0.971,1.273,1.041,6,4,10
30664,17:30,2ALTE,0.2064,0.4046,0.0491,0.032,0.1395,0.067,1.0643,0.0104,2,1,3
36811,3:00,7ULTE,0.101,0.909,0.087,0.02,4.04,0.201,1.041,0.01,2,2,4
951,18:15,6VLTE,3.133,5.558,0.869,0.098,42.88,1.235,1.405,0.01,6,3,9
1059,11:45,6ULTE,3.0961,4.2233,0.7001,0.0505,15.89,0.447,1.2073,0.0107,4,4,8
17398,5:15,6ULTE,0.202,0.808,0.04,0.018,0.741,0.142,1.021,0.01,2,2,4
2364,12:45,10ALTE,25.364,2.122,0.673,0.093,30.409,0.654,1.415,1.202,6,5,11
33964,9:45,8ALTE,10.3628,6.2042,2.7504,0.0834,51.4829,1.5717,1.218,1.061,5,4,9
22275,20:00,4ALTE,9.095,2.021,0.507,0.04,34.069,1.523,1.182,1.031,5,3,8
6676,7:30,5CLTE,4.3582,1.5802,0.3468,0.0258,20.6983,0.4464,1.0514,1.0065,3,2,5
11701,17:30,6VLTE,1.819,4.648,0.65,0.038,16.911,0.622,1.213,0.01,4,3,7
5787,1:15,6BLTE,16.4103,1.8935,0.3526,0.084,10.6124,4.9046,1.189,0.0106,5,3,8
17605,20:00,5BLTE,11.52,1.415,0.385,0.047,32.108,1.202,1.152,1.061,4,3,7
10899,10:30,2ALTE,0.3981,0.4115,0.0052,0.0031,0.0691,0.0124,1.0058,0.0107,2,1,3
36547,17:30,6WLTE,8.6004,5.4549,0.77,0.175,23.6784,0.614,1.6273,0.0107,9,5,14
28151,23:30,7VLTE,1.516,2.223,0.34,0.034,10.457,0.709,1.122,0.01,4,3,7
7592,4:30,6VLTE,3.6888,2.5206,0.4197,0.3272,9.9698,11.2856,1.1199,0.0106,5,3,8
32917,2:00,8CLTE,20.9201,2.1604,1.1443,0.1819,72.8947,7.5622,1.5231,1.1446,8,5,13
33001,10:45,7ULTE,6.669,6.77,1.208,0.435,44.928,19.195,1.526,0.01,6,6,12
8896,16:45,6WLTE,1.819,10.913,1.791,0.095,26.141,0.796,1.586,0.01,6,4,10
22300,1:15,6ALTE,6.972,1.213,0.338,0.05,19.299,7.773,1.152,0.01,4,2,6
35992,3:30,10BLTE,0.3017,0.4017,0.0181,0.0104,0.1857,0.1352,1.0372,1.0469,2,1,3
8793,3:30,7WLTE,0.101,0.808,0.037,0.014,1.35,0.436,1.011,0.01,2,2,4
21434,4:30,7BLTE,0.101,0.404,0.04,0.01,5.382,0.304,1.041,0.01,3,2,5
15070,2:30,10BLTE,0.9101,0.5078,0.184,0.0175,4.8329,0.3826,1.0704,1.0013,2,1,3
7279,19:45,3BLTE,10.8422,1.2598,0.2403,0.0431,5.9409,0.8383,1.2305,1.0576,4,4,8
18794,3:30,5BLTE,8.4241,3.068,0.9274,0.0408,20.7162,0.6269,1.0538,1.0336,4,3,7
8999,17:15,1CLTE,27.587,7.478,2.286,0.119,46.959,0.863,1.637,1.354,8,6,14
20678,19:00,5BLTE,16.168,1.314,0.256,0.046,28.563,0.792,1.263,1.122,5,4,9
216,11:15,10ALTE,24.252,2.122,0.616,0.17,38.562,1.268,1.485,1.253,6,6,12
15676,16:45,4BLTE,24.05,3.941,1.208,0.148,98.951,1.541,1.748,1.202,8,6,14
23619,10:00,3BLTE,0.0,0.0,0.431,0.069,17.298,0.559,1.283,1.152,5,4,9
14999,0:45,1CLTE,18.088,2.021,0.399,0.067,27.991,1.311,1.283,1.132,7,5,12
10620,10:00,8CLTE,8.791,1.213,0.28,0.036,11.759,0.619,1.122,1.041,4,3,7
31100,4:45,6CLTE,0.909,0.404,0.033,0.009,0.943,0.149,1.011,0.01,2,2,4
1622,9:45,4BLTE,25.06,2.728,0.765,0.078,79.493,1.259,1.415,1.182,7,5,12
26104,16:30,2ALTE,0.1021,0.4004,0.0321,0.0122,0.1019,0.0386,1.0647,0.0104,1,2,3
16109,14:15,7ULTE,1.516,2.021,0.22,0.051,11.985,0.847,1.273,0.01,6,3,9
26202,15:30,10CLTE,6.568,0.909,0.143,0.034,3.717,0.295,1.081,1.031,4,3,7
29553,3:15,9BLTE,1.7018,0.719,0.3371,0.0269,5.4797,0.2744,1.0713,1.0608,2,3,5
34049,7:45,6VLTE,0.909,3.234,0.88,0.04,12.358,0.248,1.061,0.01,3,2,5
15666,20:15,10BLTE,5.457,0.909,0.228,0.033,8.867,0.616,1.091,1.021,3,2,5
7105,18:45,4BLTE,19.9476,2.1613,0.4776,0.0589,12.316,0.755,1.3018,1.1902,7,4,11
5573,21:00,3CLTE,6.972,2.425,1.023,0.156,41.572,8.159,1.132,1.021,4,3,7
16316,0:30,6CLTE,3.5095,0.5304,0.0411,0.0163,3.7199,0.3133,1.0322,0.0106,4,2,6
31056,1:45,4BLTE,12.429,1.415,0.331,0.294,4.227,1.013,1.101,1.021,5,3,8
6012,4:00,1CLTE,13.137,0.505,0.017,0.009,0.724,0.244,1.051,1.021,4,2,6
14806,11:30,7VLTE,3.133,4.85,0.797,0.061,22.192,1.06,1.273,0.01,6,4,10
2802,4:00,6BLTE,5.053,5.76,4.753,0.678,66.465,46.754,1.041,0.01,3,2,5
10885,0:45,7WLTE,5.154,2.829,0.392,0.088,9.629,1.384,1.213,0.01,4,4,8
8309,13:15,5ALTE,4.3558,0.9073,0.1051,0.0208,6.3763,0.215,1.104,1.0804,3,2,5
30419,14:15,6VLTE,2.223,3.941,0.636,0.047,21.943,0.845,1.263,0.01,6,3,9
26384,9:45,6CLTE,7.478,1.92,0.249,0.029,7.087,1.025,1.112,0.01,4,2,6
30424,11:15,8CLTE,8.084,1.213,0.311,0.033,12.325,0.375,1.091,1.031,4,3,7
24293,22:00,10ALTE,16.774,3.032,0.755,0.077,15.999,0.731,1.263,1.182,6,5,11
11263,14:15,5BLTE,32.538,6.77,2.066,0.259,42.431,6.822,1.9,1.647,10,8,18
11394,5:30,4ALTE,2.4014,1.2367,1.0666,0.042,33.8316,0.527,1.0233,1.0087,3,2,5
1944,19:30,3CLTE,9.7829,2.0162,0.4919,0.0581,27.6375,4.6356,1.2426,1.0666,6,3,9
9508,3:45,5CLTE,3.0277,0.5038,0.0363,0.0052,4.5749,0.4238,1.071,1.0657,2,2,4
25337,14:15,3BLTE,21.827,3.133,0.638,0.104,11.722,2.301,1.374,1.243,6,5,11
26400,8:45,1CLTE,18.1157,2.0122,0.7577,0.052,52.799,0.9896,1.1791,1.1216,5,4,9
1963,3:30,10CLTE,1.516,0.505,0.078,0.013,4.236,0.23,1.021,1.011,2,2,4
25740,22:30,10BLTE,2.6122,0.6297,0.2075,0.1046,13.5532,3.8882,1.079,1.0222,3,2,5
25086,12:30,8ALTE,30.921,5.154,1.836,0.182,40.037,1.56,1.647,1.374,7,6,13
21338,14:30,4ALTE,6.063,1.415,0.451,0.034,31.256,0.986,1.101,1.021,4,2,6
13961,17:30,8CLTE,7.882,1.011,0.165,0.042,5.596,0.603,1.112,1.031,4,3,7
10250,12:45,1ALTE,24.656,3.335,1.161,0.13,83.458,1.755,1.455,1.213,7,5,12
25511,16:30,5CLTE,19.604,3.032,0.748,0.079,24.044,1.009,1.334,1.152,6,5,11
34559,10:45,7BLTE,0.303,1.011,0.208,0.042,12.448,0.447,1.293,0.01,6,3,9
7705,4:15,7WLTE,0.2002,1.2344,0.3,0.0125,18.4482,0.6607,1.0769,0.0104,3,3,6
4356,2:00,1ALTE,3.537,0.707,0.226,0.014,2.893,0.189,1.051,1.011,3,2,5
22495,18:15,10BLTE,6.1999,1.1639,0.2818,0.027,10.7444,2.5951,1.1207,1.0835,4,2,6
5612,4:00,8ALTE,2.425,0.505,0.094,0.016,4.205,0.208,1.061,1.011,3,2,5
4328,5:15,6BLTE,5.356,0.707,0.174,0.02,5.173,0.276,1.051,0.01,3,2,5
29395,1:15,4BLTE,9.701,3.638,2.051,0.086,46.986,1.134,1.293,1.051,5,3,8
5433,8:00,3CLTE,2.829,0.505,0.058,0.015,1.37,0.299,1.051,1.031,3,2,5
25421,6:15,6CLTE,1.011,0.404,0.016,0.013,0.714,0.163,1.021,0.01,3,1,4
13797,5:45,6WLTE,0.505,4.244,1.033,0.037,14.387,0.76,1.041,0.01,3,2,5
24604,9:30,5ALTE,9.095,1.415,0.286,0.038,8.268,0.742,1.162,1.051,4,3,7
17209,12:30,5CLTE,18.997,3.537,1.077,0.079,61.071,1.561,1.354,1.091,6,4,10
36764,16:15,6CLTE,5.2616,0.6314,0.1033,0.0183,11.4457,0.4209,1.0613,0.0103,4,2,6
26747,6:00,4ALTE,1.8143,0.5213,0.0658,0.011,3.787,0.3962,1.0341,1.0221,2,3,5
27994,9:15,5ALTE,10.61,1.819,0.509,0.053,16.606,0.791,1.223,1.061,4,3,7
10495,5:45,9BLTE,0.505,0.404,0.01,0.008,0.121,0.112,1.011,1.011,2,1,3
21510,4:30,1CLTE,11.621,0.505,0.021,0.016,0.835,0.209,1.061,1.021,3,2,5
9804,16:00,6WLTE,3.234,3.84,0.47,0.131,22.605,5.249,1.384,0.01,6,4,10
32057,21:00,9ALTE,3.0442,0.7307,0.1678,0.1979,9.3115,31.3671,1.0517,1.0096,3,2,5
20064,8:45,3CLTE,1.575,0.7044,0.3218,0.0209,4.7346,0.2073,1.075,1.0154,2,2,4
35186,4:45,1CLTE,8.892,0.505,0.032,0.014,0.334,0.116,1.071,1.021,3,2,5
3620,17:30,4CLTE,17.1037,2.2315,0.5119,0.0675,16.7668,0.6393,1.2994,1.2424,5,4,9
35403,13:45,8BLTE,27.284,3.234,0.714,0.165,13.402,1.237,1.768,1.384,8,7,15
29413,7:00,6ALTE,1.617,0.505,0.149,0.019,12.119,0.26,1.051,0.01,2,2,4
11207,11:00,4CLTE,18.29,5.558,1.38,0.071,28.341,0.644,1.354,1.465,5,6,11
32212,3:30,8BLTE,1.718,0.707,0.163,0.017,7.492,0.313,1.021,1.011,2,2,4
3302,9:15,8ALTE,24.151,10.509,3.735,0.155,69.349,3.604,1.566,1.314,7,5,12
5367,3:30,1CLTE,12.126,0.909,0.134,0.022,5.784,0.307,1.112,1.051,3,3,6
13581,1:45,7WLTE,0.808,2.223,0.506,0.045,8.469,0.956,1.182,0.01,4,3,7
21896,6:30,7VLTE,0.2085,0.9936,0.1013,0.0153,13.9405,0.2749,1.0715,0.0101,4,2,6
